R0 9 15 14 12 14 9 7 13 11 13 6 13 8 11 10 16 10 6 8 7 4 7 8 12 8 7 2 1 0 16 0 1 2 3 4 15 4 3 2 1 0 6 8 7 14
R1 6 8 13 7 13 8 2 8 6 5 16 5 10 6 10 11 5 10 5 1 8 3 8 13 12 9 14 9 3 2 6 5 0 5 6 2 3 4 9 3 4
