R0 0 7 9 8 9 10 9 8 17 10 13 5 14 16 14 21 17
R1 16 15 18 19 21 14 6 16 15 18 15 3 4 2 14 21
R2 15 3 4 2 14 5 14 16 15 3 20
R3 11 1 0 10 13 10 0 10 9 7 9 10 17 10 13 14 13 10 0 1 2
R4 4 12 2 11 2 14 21 19 18
