R0 
R1 2 12
R2 5 13
R3 0 1
R4 14 13 10 0
R5 20 3
R6 10 17
R7 16 15
R8 19 21
R9 
R10 
R11 5 14 2
R12 9 10
R13 4 3 15 16 14
R14 18 19
R15 11 2 1
R16 
R17 
R18 15 18
R19 
R20 6 16
R21 
R22 21 17
R23 15 3 4 2
R24 14 6
R25 21 14
R26 12 4
R27 7 9 8
R28 7 0 1 11
R29 8 17 10 13
